,BindingDB Ligand Name,Target Name,Target Source Organism,smiles,Tanimoto_Similarity
286,2-aminoacetic acid::CHEMBL773::Glycine::[14C]Glycine,Proton-coupled amino acid transporter 1,Homo sapiens,NCC(=O)O,1.0
287,2-aminoacetic acid::CHEMBL773::Glycine::[14C]Glycine,"Glutamate receptor ionotropic, NMDA 1",Rattus,NCC(=O)O,1.0
288,"(2S,3S)-2-amino-3-methylpentanoic acid::Isoleucine::L-[14C]Isoleucine",Proton-coupled amino acid transporter 1,Homo sapiens,CC[C@@H]([C@@H](C(=O)O)N)C,1.0
289,(2S)-2-amino-4-methylpentanoic acid::(S)-(+)-leucine::(S)-leucine::CHEMBL291962::L-Leucin::L-Leuzin::L-leucine,Phospholipase A-2-activating protein,Homo sapiens,N[C@H](C(=O)O)CC(C)C,1.0
290,(2S)-2-amino-4-methylpentanoic acid::(S)-(+)-leucine::(S)-leucine::CHEMBL291962::L-Leucin::L-Leuzin::L-leucine,"Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,N[C@H](C(=O)O)CC(C)C,1.0
291,(2S)-2-amino-4-methylpentanoic acid::(S)-(+)-leucine::(S)-leucine::CHEMBL291962::L-Leucin::L-Leuzin::L-leucine,Intestinal alkaline phosphatase,Homo sapiens,N[C@H](C(=O)O)CC(C)C,1.0
292,"(2S)-2-aminopropanoic acid::(S)-2-aminopropanoic acid::(S)-alanine::Ala::CHEMBL279597::L-Alanin::L-alanine::L-alpha-alanine::US11021454, Compound L-ala",Xanthine dehydrogenase,Homo sapiens,C[C@@H](C(=O)O)N,1.0
293,(2R)-2-aminopropanoic acid::(R)-2-aminopropanoic acid::(R)-alanine::CHEMBL66693::D-Alanin::D-alanine::D-alpha-alanine::D-alpha-aminopropionic acid,Proton-coupled amino acid transporter 1,Homo sapiens,C[C@@H](C(=O)O)N,1.0
294,"(2S)-2-aminopropanoic acid::(S)-2-aminopropanoic acid::(S)-alanine::Ala::CHEMBL279597::L-Alanin::L-alanine::L-alpha-alanine::US11021454, Compound L-ala",Proton-coupled amino acid transporter 1,Homo sapiens,C[C@@H](C(=O)O)N,1.0
295,"2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)-5,7-bis(oxidanyl)-2,3-dihydrochromen-4-one::5,7-dihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one::5,7-dihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)-3,4-dihydro-2H-1-benzopyran-4-one::5,7-dihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)chroman-4-one::MLS000863575::SMR000440733::cid_3519901",Glycogen synthase kinase-3 beta,Homo sapiens,CC(=CCc1c(O)cc(c2c1O[C@@H](CC2=O)c1ccc(cc1)O)O)C,1.0
296,"5,7-dihydroxy-6-(3-methylbut-2-enyl)-2-phenyl-2,3-dihydrochromen-4-one::5,7-dihydroxy-6-(3-methylbut-2-enyl)-2-phenyl-3,4-dihydro-2H-1-benzopyran-4-one::5,7-dihydroxy-6-(3-methylbut-2-enyl)-2-phenyl-chroman-4-one::5,7-dihydroxy-6-prenylflavanone::6-(3-methylbut-2-enyl)-5,7-bis(oxidanyl)-2-phenyl-2,3-dihydrochromen-4-one::MLS000697639::SMR000470966::cid_480763",Glycogen synthase kinase-3 beta,Homo sapiens,CC(=CCc1c(O)cc(c2c1O[C@@H](CC2=O)c1ccc(cc1)O)O)C,1.0
297,"(2S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-en-1-yl)-3,4-dihydro-2H-1-benzopyran-4-one::8-prenylnaringenin (8-PN)::AIDS095901::CHEMBL376915::YS04::cid_509245",Glycogen synthase kinase-3 beta,Homo sapiens,CC(=CCc1c(O)cc(c2c1O[C@@H](CC2=O)c1ccc(cc1)O)O)C,1.0
298,CHEMBL2146905,Hydroxycarboxylic acid receptor 2,Homo sapiens,OC(=O)[C@H](c1ccc(cc1)O)C,1.0
299,CHEMBL2146905,Hydroxycarboxylic acid receptor 1,Homo sapiens,OC(=O)[C@H](c1ccc(cc1)O)C,1.0
300,CHEMBL198877,Estrogen receptor,Rattus,Oc1ccc(cc1)C1COc2c(C1)c(O)cc(c2)O,0.896551724137931
301,CHEMBL198877,Androgen receptor,Rattus norvegicus,Oc1ccc(cc1)C1COc2c(C1)c(O)cc(c2)O,0.896551724137931
302,"2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside::7-(beta-D-glucopyranosyloxy)-5-hydroxy-2-(3,4-dihydroxyphenyl)-4H-chromen-4-one::7-Glucoluteolin::7-Glucosylluteolin::CHEMBL233929::Cinaroside::Cynaroside::Luteolin 7-O-&#946;-D-glucoside (13)::Luteolin 7-O-glucopyranoside::Luteolin 7-O-glucoside::Luteolin 7-glucoside::Luteolin 7-monoglucoside::Luteolin-7-glucoside::Luteoloside::cid_5280637::luteolin 7-O-beta-D-glucoside",Serine/threonine-protein kinase 33,Homo sapiens,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,1.0
303,"2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside::7-(beta-D-glucopyranosyloxy)-5-hydroxy-2-(3,4-dihydroxyphenyl)-4H-chromen-4-one::7-Glucoluteolin::7-Glucosylluteolin::CHEMBL233929::Cinaroside::Cynaroside::Luteolin 7-O-&#946;-D-glucoside (13)::Luteolin 7-O-glucopyranoside::Luteolin 7-O-glucoside::Luteolin 7-glucoside::Luteolin 7-monoglucoside::Luteolin-7-glucoside::Luteoloside::cid_5280637::luteolin 7-O-beta-D-glucoside",Mitogen-activated protein kinase 14,Homo sapiens,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,1.0
304,"2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-4H-chromen-7-yl beta-D-glucopyranoside::7-(beta-D-glucopyranosyloxy)-5-hydroxy-2-(3,4-dihydroxyphenyl)-4H-chromen-4-one::7-Glucoluteolin::7-Glucosylluteolin::CHEMBL233929::Cinaroside::Cynaroside::Luteolin 7-O-&#946;-D-glucoside (13)::Luteolin 7-O-glucopyranoside::Luteolin 7-O-glucoside::Luteolin 7-glucoside::Luteolin 7-monoglucoside::Luteolin-7-glucoside::Luteoloside::cid_5280637::luteolin 7-O-beta-D-glucoside",Mitogen-activated protein kinase 10,Homo sapiens,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,1.0
305,"2-phenylacetic acid::Benzeneacetic acid::CHEMBL1044::Phenylacetate, XIX::Phenylacetic acid::phenylacetate",Aldose Reductase (ALR2) Mutant (C298A/W219Y),Homo sapiens,OC(=O)Cc1ccccc1,1.0
306,"2-phenylacetic acid::Benzeneacetic acid::CHEMBL1044::Phenylacetate, XIX::Phenylacetic acid::phenylacetate",Aldose Reductase (ALR2) Mutant (C298A),Homo sapiens,OC(=O)Cc1ccccc1,1.0
307,4-(2-Hydroxy-ethyl)-phenol::4-(2-hydroxyethyl)phenol::CHEMBL53566::p-Hydroxyphenethyl alcohol::tyrosol,Hepatocyte growth factor receptor,Homo sapiens,OCCc1cccc(c1)O,0.9523809523809523
308,4-(2-Hydroxy-ethyl)-phenol::4-(2-hydroxyethyl)phenol::CHEMBL53566::p-Hydroxyphenethyl alcohol::tyrosol,Carbonic anhydrase 2,Homo sapiens,OCCc1cccc(c1)O,0.9523809523809523
309,4-(2-Hydroxy-ethyl)-phenol::4-(2-hydroxyethyl)phenol::CHEMBL53566::p-Hydroxyphenethyl alcohol::tyrosol,Carbonic anhydrase 1,Homo sapiens,OCCc1cccc(c1)O,0.9523809523809523
310,"3-(2-methoxy-4-prop-2-enyl-phenoxy)propane-1,2-diol::3-(2-methoxy-4-prop-2-enylphenoxy)propane-1,2-diol::3-(4-allyl-2-methoxy-phenoxy)propane-1,2-diol::3-(4-allyl-2-methoxyphenoxy)-1,2-propanediol::MLS000533163::SMR000140601::cid_2859367",Hsf1 protein,Mus musculus,OCC(COC(=O)/C=C/c1ccc(c(c1)O)O)O,0.8529411764705882
311,"(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid::(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid (9)::3,4-Dihydroxycinnamate, XVII::CHEMBL145::Caffeic acid::Caffeic acid, 1::cid_689043",Epidermal growth factor receptor,Homo sapiens,OC(=O)/C=C/c1ccc(c(c1)O)O,1.0
312,"(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid::(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid (9)::3,4-Dihydroxycinnamate, XVII::CHEMBL145::Caffeic acid::Caffeic acid, 1::cid_689043",Heat shock protein HSP 90-alpha,Homo sapiens,OC(=O)/C=C/c1ccc(c(c1)O)O,1.0
313,"(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid::(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid (9)::3,4-Dihydroxycinnamate, XVII::CHEMBL145::Caffeic acid::Caffeic acid, 1::cid_689043",Acetylcholinesterase,Homo sapiens,OC(=O)/C=C/c1ccc(c(c1)O)O,1.0
314,D-LACTIC ACID,Prostaglandin Transporter,Homo sapiens,OC(=O)[C@H](O)C,1.0
315,D-LACTIC ACID,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OC(=O)[C@H](O)C,1.0
316,CHEMBL46486::TETRAMETHYLAMMONIUM::tetramethylammonium,Neuronal acetylcholine receptor protein alpha-7 subunit,Homo sapiens,[O-][N+](C)(C)C,0.6666666666666666
317,CHEMBL46486::TETRAMETHYLAMMONIUM::tetramethylammonium,Adrenergic Alpha,Homo sapiens,[O-][N+](C)(C)C,0.6666666666666666
318,CHEMBL46486::TETRAMETHYLAMMONIUM::tetramethylammonium,Solute carrier family 22 member 2,Homo sapiens,[O-][N+](C)(C)C,0.6666666666666666
319,"Carbonic anhydrase isoenzymes inhibitor, 15",Carbonic anhydrase 1,Homo sapiens,OC(Cc1c(O)cc(cc1O)O)Cc1ccc(c(c1)O)O,0.9259259259259259
320,"Carbonic anhydrase isoenzymes inhibitor, 15",Carbonic anhydrase 2,Homo sapiens,OC(Cc1c(O)cc(cc1O)O)Cc1ccc(c(c1)O)O,0.9259259259259259
321,"Polyhydroxy benzophenone, 12::hsp90_175",Heat shock protein HSP 90-beta,Homo sapiens,Oc1ccc(cc1)C(C(=O)c1ccc(cc1O)O)C,0.9545454545454546
322,"Polyhydroxy benzophenone, 12::hsp90_175",Heat shock protein HSP 90-beta,Homo sapiens,Oc1ccc(cc1)C(C(=O)c1ccc(cc1O)O)C,0.9545454545454546
323,"Polyhydroxy benzophenone, 12::hsp90_175",Heat shock protein HSP 90-beta,Homo sapiens,Oc1ccc(cc1)C(C(=O)c1ccc(cc1O)O)C,0.9545454545454546
324,glutarate::glutarate(2-)::pentanedioate,Solute carrier family 22 member 6,Mus musculus,[O-]C(=O)CCC(=O)[O-],1.0
325,glutarate::glutarate(2-)::pentanedioate,Solute carrier family 22 member 20,Mus musculus,[O-]C(=O)CCC(=O)[O-],1.0
326,CHEMBL1950588,Transient receptor potential cation channel subfamily V member 1,Homo sapiens,COc1ccc(cc1O)CCC(=O)c1c(O)cc(cc1O)O,0.8787878787878788
327,CHEMBL1950588,Transient receptor potential cation channel subfamily V member 1,Homo sapiens,COc1ccc(cc1O)CCC(=O)c1c(O)cc(cc1O)O,0.8787878787878788
328,CHEMBL1950588,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus,COc1ccc(cc1O)CCC(=O)c1c(O)cc(cc1O)O,0.8787878787878788
329,"3-(3,4-dihydroxyphenyl)propanoic acid::3-(3,4-dihydroxyphenyl)propionic acid::3-[3,4-bis(oxidanyl)phenyl]propanoic acid::cid_348154",mothers against decapentaplegic homolog 3,Homo sapiens,COc1ccc(cc1O)CCC(=O)O,0.8666666666666667
330,TRIMETHYLAMMONIUM,Choline transporter,Mus musculus,CN(C)C,1.0
331,"Butan-2,3-dione::butane-2,3-dione",Acetylcholinesterase,Homo sapiens,CC(=O)C(=O)C,1.0
332,"Butan-2,3-dione::butane-2,3-dione",Cholinesterases,Homo sapiens,CC(=O)C(=O)C,1.0
333,"Butan-2,3-dione::butane-2,3-dione",Cholinesterases,Homo sapiens,CC(=O)C(=O)C,1.0
334,"Butan-2,3-dione::butane-2,3-dione",Acetylcholinesterase,Homo sapiens,CC(=O)C(O)C,0.7
335,"Butan-2,3-dione::butane-2,3-dione",Cholinesterases,Homo sapiens,CC(=O)C(O)C,0.7
336,"Butan-2,3-dione::butane-2,3-dione",Cholinesterases,Homo sapiens,CC(=O)C(O)C,0.7
337,CHEMBL1771639::Isopropyl fumarate,Hydroxycarboxylic acid receptor 2,Homo sapiens,CC(=O)OC(C(=O)O)C,0.8125
338,CHEMBL198877,Estrogen receptor,Rattus,Oc1ccc(cc1)[C@H]1COc2c(C1)ccc(c2)O,1.0
339,CHEMBL198877,Androgen receptor,Rattus norvegicus,Oc1ccc(cc1)[C@H]1COc2c(C1)ccc(c2)O,1.0
340,"4',6,7-trihydroxyisoflavanone::CHEMBL239032",15-Lipoxygenase-2 (15-LOX-2),Homo sapiens,Oc1ccc(cc1)C1COc2c(C1=O)ccc(c2)O,0.9333333333333333
341,"4',6,7-trihydroxyisoflavanone::CHEMBL239032",Arachidonate 15-lipoxygenase,Homo sapiens,Oc1ccc(cc1)C1COc2c(C1=O)ccc(c2)O,0.9333333333333333
342,"4',6,7-trihydroxyisoflavanone::CHEMBL239032",12-Lipoxygenase (12-LOX),Homo sapiens,Oc1ccc(cc1)C1COc2c(C1=O)ccc(c2)O,0.9333333333333333
343,"1,4-Phenylene dimethanesulfonate (6)",Carbonic anhydrase 1,Homo sapiens,Cc1ccc(cc1)OS(=O)(=O)O,0.8611111111111112
344,"1,4-Phenylene dimethanesulfonate (6)",Carbonic anhydrase 2,Homo sapiens,Cc1ccc(cc1)OS(=O)(=O)O,0.8611111111111112
345,"1,4-Phenylene dimethanesulfonate (6)",Carbonic anhydrase 4,Homo sapiens,Cc1ccc(cc1)OS(=O)(=O)O,0.8611111111111112
346,CHEMBL1233636,Solute carrier family 22 member 8,Homo sapiens,OS(=O)(=O)Oc1c[nH]c2c1cccc2,1.0
347,CHEMBL1233636,Solute carrier family 22 member 11,Homo sapiens,OS(=O)(=O)Oc1c[nH]c2c1cccc2,1.0
348,CHEMBL1233636,Solute carrier family 22 member 6,Homo sapiens,OS(=O)(=O)Oc1c[nH]c2c1cccc2,1.0
349,"1,3,5-trihydroxybenzene::CHEMBL473159::benzene-1,3,5-triol::phloroglucinol",Beta-secretase 1,Homo sapiens,Oc1cc(O)cc(c1)O,1.0
350,CHEMBL500826::sodium propionate,Carbonic anhydrase 2,Homo sapiens,[O-]C(=O)CC,1.0
351,CHEMBL500826::sodium propionate,Carbonic anhydrase 1,Homo sapiens,[O-]C(=O)CC,1.0
352,"(4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid::CDCA::CHENODIOL::Chenodeoxycholic Acid::US10208081, CDCA",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CCC2([C@@H](C1)C[C@H](C1C2C[C@H](O)C2(C1CCC2C(CCC(=O)O)C)C)O)C,1.0
353,"(2S,4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]-2-methylpentanoic acid::23(S)-methyl-BA derivative, 7a",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CCC2([C@@H](C1)C[C@H](C1C2C[C@H](O)C2(C1CCC2C(CCC(=O)O)C)C)O)C,1.0
354,"(2R,4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]-2-methylpentanoic acid::23(R)-methyl-BA derivative, 8a",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CCC2([C@@H](C1)C[C@H](C1C2C[C@H](O)C2(C1CCC2C(CCC(=O)O)C)C)O)C,1.0
355,CHEMBL1231507,Carnitine palmitoyltransferase 2,Homo sapiens,CCCCC/C=C/C(=O)O[C@H]([N+](C)(C)C)CCC(=O)[O-],0.75
356,CHEMBL1231507,"Carnitine O-palmitoyltransferase 1, muscle isoform",Homo sapiens,CCCCC/C=C/C(=O)O[C@H]([N+](C)(C)C)CCC(=O)[O-],0.75
357,CHEMBL1231507,"Carnitine O-palmitoyltransferase 1, liver isoform",Homo sapiens,CCCCC/C=C/C(=O)O[C@H]([N+](C)(C)C)CCC(=O)[O-],0.75
358,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-chromen-4-one::CHEMBL151::Luteolin (27)::Luteolin (4)::cid_5280445::luteolin::med.21724, Compound 3",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,1.0
359,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromone;hydrate::CHEMBL50::Quercetin::Quercetin (10)::Quercetin (21)::Quercetin (Qur)::US11021454, Compound Quercetin::US9180183, Quercetin::med.21724, Compound 4",Cyclin-Dependent Kinase 6 (CDK6),Homo sapiens,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,1.0
360,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromen-4-one::2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-chromone;hydrate::CHEMBL50::Quercetin::Quercetin (10)::Quercetin (21)::Quercetin (Qur)::US11021454, Compound Quercetin::US9180183, Quercetin::med.21724, Compound 4",Casein kinase II subunit alpha,Homo sapiens,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,1.0
361,CHEMBL62381::Sodium butyrate::Sodium; butyrate::butanoate::butyrate,Carbonic anhydrase 2,Homo sapiens,[O-]C(=O)CCC,1.0
362,CHEMBL62381::Sodium butyrate::Sodium; butyrate::butanoate::butyrate,Free fatty acid receptor 3,Homo sapiens,[O-]C(=O)CCC,1.0
363,CHEMBL62381::Sodium butyrate::Sodium; butyrate::butanoate::butyrate,Carbonic anhydrase 1,Homo sapiens,[O-]C(=O)CCC,1.0
364,"CHEMBL1354::Natriumazetat::SODIUM ACETATE ANHYDROUS::acetic acid, sodium salt::anhydrous sodium acetate::sodium acetate",Carbonic anhydrase 2,Homo sapiens,[O-]C(=O)C,1.0
365,"CHEMBL1354::Natriumazetat::SODIUM ACETATE ANHYDROUS::acetic acid, sodium salt::anhydrous sodium acetate::sodium acetate",Carbonic Anhydrase VA,Homo sapiens,[O-]C(=O)C,1.0
366,"CHEMBL1354::Natriumazetat::SODIUM ACETATE ANHYDROUS::acetic acid, sodium salt::anhydrous sodium acetate::sodium acetate",Carbonic anhydrase 4,Homo sapiens,[O-]C(=O)C,1.0
367,"(2S)-2-amino-3-phenylpropanoic acid::CHEMBL301523::L-[2,3,4,5,6-3H]phenylalanine::L-phenylalanine::Phenylalanine::US11021454, Compound L-phe",Xanthine dehydrogenase,Homo sapiens,N[C@@H](C(=O)O)Cc1ccccc1,1.0
368,"(2S)-2-amino-3-phenylpropanoic acid::CHEMBL301523::L-[2,3,4,5,6-3H]phenylalanine::L-phenylalanine::Phenylalanine::US11021454, Compound L-phe",Phospholipase A-2-activating protein,Homo sapiens,N[C@@H](C(=O)O)Cc1ccccc1,1.0
369,"(2S)-2-amino-3-phenylpropanoic acid::CHEMBL301523::L-[2,3,4,5,6-3H]phenylalanine::L-phenylalanine::Phenylalanine::US11021454, Compound L-phe","Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,N[C@@H](C(=O)O)Cc1ccccc1,1.0
370,"(3S,5S,10S,13R,17R)-17-((R)-1,5-Dimethyl-hexyl)-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-3-ol::CHEMBL427164",DNA polymerase (alpha/delta/epsilon),Homo sapiens,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@@H](C2)O)C)C,1.0
371,"(3S,5S,10S,13R,17R)-17-((R)-1,5-Dimethyl-hexyl)-10,13-dimethyl-hexadecahydro-cyclopenta[a]phenanthren-3-ol::CHEMBL427164",DNA polymerase beta,Rattus norvegicus,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)CC[C@@H](C2)O)C)C,1.0
372,(2S)-2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid::FOLIC ACID::Folacin::Folvite::Vitamin B9::Vitamin M,Thymidylate synthase/GAR transformylase/AICAR transformylase,Homo sapiens,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N,1.0
373,"2-{4-[(2-Amino-4-oxo-1,4-dihydro-pteridin-6-ylamino)-methyl]-benzoylamino}-pentanedioic acid::CHEMBL74430",Adenosine receptor A3,Homo sapiens,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N,1.0
374,(2S)-2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid::FOLIC ACID::Folacin::Folvite::Vitamin B9::Vitamin M,Thymidylate synthase,Homo sapiens,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCc1cnc2c(n1)c(=O)[nH]c(n2)N,1.0
375,CAS_778::DL-homocysteine::NSC_778,Sodium-dependent serotonin transporter,Homo sapiens,OCC[C@@H](C(=O)O)N,0.8275862068965517
376,CAS_778::DL-homocysteine::NSC_778,5-hydroxytryptamine receptor 1B,Homo sapiens,OCC[C@@H](C(=O)O)N,0.8275862068965517
377,CAS_778::DL-homocysteine::NSC_778,5-hydroxytryptamine receptor 1D,Homo sapiens,OCC[C@@H](C(=O)O)N,0.8275862068965517
378,CHEMBL401817,Transketolase,Homo sapiens,Cc1ncc(c(n1)N)C[n+]1csc(c1C)CCOP(=O)(O)O.[Cl-].O.O,0.9154929577464789
379,"(2S)-2-aminopropanoic acid::(S)-2-aminopropanoic acid::(S)-alanine::Ala::CHEMBL279597::L-Alanin::L-alanine::L-alpha-alanine::US11021454, Compound L-ala",Xanthine dehydrogenase,Homo sapiens,C[C@H](C(=O)O)N,1.0
380,(2R)-2-aminopropanoic acid::(R)-2-aminopropanoic acid::(R)-alanine::CHEMBL66693::D-Alanin::D-alanine::D-alpha-alanine::D-alpha-aminopropionic acid,Proton-coupled amino acid transporter 1,Homo sapiens,C[C@H](C(=O)O)N,1.0
381,"(2S)-2-aminopropanoic acid::(S)-2-aminopropanoic acid::(S)-alanine::Ala::CHEMBL279597::L-Alanin::L-alanine::L-alpha-alanine::US11021454, Compound L-ala",Proton-coupled amino acid transporter 1,Homo sapiens,C[C@H](C(=O)O)N,1.0
382,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",ubiquitin-conjugating enzyme E2 N,Homo sapiens,NCCCNCCCCNCCCN,1.0
383,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",ubiquitin-conjugating enzyme E2 N,Homo sapiens,NCCCNCCCCNCCCN,1.0
384,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",Carbonic anhydrase 1,Homo sapiens,NCCCNCCCCNCCCN,1.0
385,2-amino-ethanol dihydrogen phosphate::2-amino-ethanol phosphate::2-aminoethyl dihydrogen phosphate::CHEMBL146972::EAP::O-phosphocolamine::O-phosphoethanolamine::OPE::PEA::colamine phosphate::colamine phosphoric acid::colaminphosphoric acid::ethanolamine O-phosphate::ethanolamine acid phosphate::mono(2-aminoethyl) phosphate::monoaminoethyl phosphate::pEtN::phosphonoethanolamine::phosphoric acid 2-aminoethyl phenyl ester,GABA-B receptor 1/2,Rattus norvegicus,NCCOP(=O)(O)O,1.0
386,CHEMBL1230782,Proton-coupled amino acid transporter 1,Homo sapiens,CC[C@H](C(=O)O)N,1.0
387,CHEMBL1231898,Proton-coupled amino acid transporter 1,Homo sapiens,OC(=O)C1CCCCN1,1.0
388,BETAINE,Proton-coupled amino acid transporter 1,Homo sapiens,CN(CC(=O)O)C,0.8518518518518519
389,CREATINE,Proton-coupled amino acid transporter 1,Homo sapiens,OC(=O)CN(C(=N)N)C.O,0.9428571428571428
390,D-PROLINE,Proton-coupled amino acid transporter 1,Homo sapiens,OC(=O)[C@H]1CCCN1,1.0
391,(-)-(S)-proline::(-)-2-pyrrolidinecarboxylic acid::(-)-proline::(2S)-pyrrolidine-2-carboxylic acid::(S)-2-carboxypyrrolidine::(S)-2-pyrrolidinecarboxylic acid::(S)-pyrrolidine-2-carboxylic acid::CHEMBL54922::L-(-)-proline::L-Prolin::L-alpha-pyrrolidinecarboxylic acid::L-proline::L-pyrrolidine-2-carboxylic acid::prolina::prolinum,Proton-coupled amino acid transporter 1,Homo sapiens,OC(=O)[C@H]1CCCN1,1.0
392,(-)-(S)-proline::(-)-2-pyrrolidinecarboxylic acid::(-)-proline::(2S)-pyrrolidine-2-carboxylic acid::(S)-2-carboxypyrrolidine::(S)-2-pyrrolidinecarboxylic acid::(S)-pyrrolidine-2-carboxylic acid::CHEMBL54922::L-(-)-proline::L-Prolin::L-alpha-pyrrolidinecarboxylic acid::L-proline::L-pyrrolidine-2-carboxylic acid::prolina::prolinum,Angiotensin-converting enzyme,Homo sapiens,OC(=O)[C@H]1CCCN1,1.0
393,CHEBI:15729::ORNITHINE::Ornithine,Ornithine decarboxylase,Homo sapiens,NCCCC[C@@H](C(=O)O)N,0.9615384615384616
394,CREATINE,Proton-coupled amino acid transporter 1,Homo sapiens,OC(=O)CN(C(=N)N)C,1.0
